StudentID,Name,StudyTimeWeekly,AttendanceRate,SleepHours,Failures,ParentalSupport,Extracurriculars,Tutoring,TestPrepCourse,PreviousGrade,FinalGrade,Pass
STU1616,Linda Johnson,12.5,85.8,6.9,0,1,1,0,1,86.1,75.7,1
STU1617,Karen Smith,21.4,93.9,4.0,0,1,1,0,0,82.3,68.2,1
STU1618,Donald Jones,4.3,94.6,6.8,0,1,0,0,0,73.5,55.5,0
STU1619,William Taylor,13.2,95.8,8.3,0,1,1,0,0,79.9,63.6,1
STU1620,William Hernandez,5.5,79.9,5.9,0,0,0,0,0,81.0,49.6,0
STU1621,Joseph White,9.5,90.8,6.5,0,2,0,1,0,45.4,44.1,0
STU1622,Jennifer Thompson,19.0,89.2,6.8,1,0,1,1,0,84.2,63.8,1
STU1623,John Taylor,12.9,85.9,4.0,0,0,1,1,0,82.7,60.2,1
STU1624,Robert Lopez,10.6,72.3,9.0,0,1,1,0,1,50.9,52.1,0
STU1625,Sarah Wilson,11.1,82.7,5.9,0,2,0,1,0,58.3,52.0,0
STU1626,Christopher White,12.6,92.9,7.6,0,2,1,0,0,61.4,59.5,0
STU1627,David Rodriguez,20.1,99.7,6.9,0,1,1,0,1,69.9,70.0,1
STU1628,Mary Lopez,22.5,84.5,8.5,0,1,1,0,1,72.6,71.3,1
STU1629,John Williams,24.0,95.1,7.5,1,2,1,0,1,84.0,76.6,1
STU1630,James Davis,20.1,90.8,6.7,0,1,1,1,0,87.7,76.6,1
STU1631,Ashley Perez,9.3,89.0,5.9,2,1,1,0,0,81.4,50.0,0
STU1632,Margaret Davis,17.8,77.9,8.0,4,2,0,0,0,63.5,33.5,0
STU1633,David Rodriguez,12.1,79.2,4.8,0,0,0,1,0,59.0,46.9,0
STU1634,Robert Wilson,7.9,82.2,7.8,0,2,0,0,1,82.1,64.5,1
STU1635,Margaret Williams,21.3,87.3,5.7,2,2,1,1,0,85.6,61.0,1
STU1636,Christopher Jones,2.9,72.2,8.5,2,1,1,0,0,61.8,30.5,0
STU1637,Robert Jackson,22.7,75.2,7.2,0,2,1,0,0,82.8,80.1,1
STU1638,Anthony Wilson,12.6,63.9,7.8,0,2,0,1,0,67.0,53.5,0
STU1639,Betty Brown,16.7,72.4,7.1,0,0,0,0,0,78.1,57.1,0
STU1640,Matthew Gonzalez,17.2,73.1,4.9,4,1,0,0,1,68.3,30.7,0
STU1641,Elizabeth Harris,22.6,79.1,6.0,0,0,0,0,1,80.8,67.5,1
STU1642,Sarah Davis,16.6,89.2,7.8,0,1,1,0,1,56.2,59.5,0
STU1643,Linda Miller,16.1,81.5,7.2,1,2,1,0,0,64.5,54.7,0
STU1644,Linda Wilson,3.5,79.4,8.4,0,1,1,0,0,54.3,37.0,0
STU1645,Ashley Jackson,13.9,76.2,7.5,0,1,1,0,0,65.7,59.5,0
STU1646,Mark Garcia,5.5,79.0,5.8,0,1,1,1,0,52.7,47.5,0
STU1647,James Thompson,19.0,92.0,6.0,1,2,1,0,1,70.2,58.7,0
STU1648,Donald Anderson,13.8,85.5,7.1,0,0,0,0,0,53.3,39.0,0
STU1649,James Harris,17.6,61.7,4.2,0,1,1,0,1,77.6,56.2,0
STU1650,Thomas Smith,3.0,86.3,9.0,0,0,1,1,0,62.0,49.3,0
STU1651,Joseph Thompson,4.0,85.2,7.5,0,1,1,1,0,45.0,54.2,0
STU1652,Mary Wilson,18.5,72.9,8.5,0,0,0,1,0,63.4,60.5,1
STU1653,Christopher Davis,3.7,83.4,5.1,0,1,0,1,0,67.1,42.0,0
STU1654,Linda Jackson,3.6,80.0,8.5,0,1,0,0,1,56.1,45.2,0
STU1655,Michael Jackson,2.3,86.1,9.7,1,0,1,0,0,54.0,36.7,0
STU1656,Jennifer Garcia,24.0,83.5,5.4,1,2,1,0,1,78.5,69.5,1
STU1657,John Miller,19.0,69.7,7.9,0,0,1,0,1,77.4,59.8,0
STU1658,Charles Davis,10.1,80.5,7.0,0,1,1,0,0,50.6,45.4,0
STU1659,Elizabeth Martin,8.8,95.6,5.1,0,0,0,0,1,75.6,55.4,0
STU1660,Joseph Anderson,10.0,95.3,7.6,1,1,1,1,0,60.4,47.3,0
STU1661,Mark Smith,19.8,98.5,8.0,0,1,1,1,1,78.1,80.3,1
STU1662,Karen Miller,17.2,89.9,6.3,0,1,1,0,1,74.5,71.0,1
STU1663,Anthony Brown,6.3,88.5,8.4,0,0,1,1,1,59.6,59.0,0
STU1664,Mark Garcia,6.0,99.4,5.0,0,1,0,0,0,55.1,48.3,0
STU1665,Matthew Smith,4.3,92.7,5.2,0,1,0,0,0,61.5,44.1,0
STU1666,Mark Jones,17.2,89.1,7.2,0,2,1,0,0,94.3,79.0,1
STU1667,Anthony Thompson,19.6,59.1,7.0,0,1,1,0,0,55.8,51.8,0
STU1668,James Brown,8.1,96.9,6.1,0,1,1,0,1,89.0,69.2,1
STU1669,Nancy Johnson,2.5,93.7,8.0,0,1,1,1,1,60.6,53.9,0
STU1670,Elizabeth Jones,3.9,89.2,7.6,0,1,1,0,0,64.6,48.2,0
STU1671,Anthony Martinez,24.3,83.3,8.0,0,0,1,0,0,66.5,64.2,1
STU1672,James Perez,8.8,67.4,6.9,0,1,1,0,0,55.5,53.5,0
STU1673,Jennifer Gonzalez,19.7,95.7,7.7,0,1,1,0,0,71.7,69.0,1
STU1674,Donald Anderson,16.4,94.2,6.5,0,1,0,1,0,62.3,59.1,0
STU1675,Patricia Gonzalez,10.8,98.8,9.5,0,1,1,0,0,68.6,58.8,0
STU1676,Lisa Martin,6.7,85.6,6.0,0,2,1,1,1,61.0,56.1,0
STU1677,Lisa Anderson,4.8,96.2,9.5,0,0,1,1,0,88.1,75.3,1
STU1678,Mark Davis,16.1,59.1,7.0,0,1,1,0,0,55.4,46.1,0
STU1679,Robert Anderson,19.8,77.8,5.3,1,2,1,0,1,76.4,66.3,1
STU1680,Patricia Lopez,16.8,82.7,8.6,0,1,1,1,0,76.5,67.5,1
STU1681,Richard Johnson,14.2,70.5,7.2,0,1,0,1,0,56.7,53.2,0
STU1682,Anthony Jackson,3.0,85.8,8.0,0,1,1,0,1,71.1,59.2,0
STU1683,Charles Brown,24.3,86.9,8.5,0,0,1,1,1,75.3,74.5,1
STU1684,Patricia Hernandez,20.4,75.9,7.4,0,1,1,1,0,45.4,52.1,0
STU1685,Anthony Jones,8.7,84.5,6.3,0,2,0,0,0,75.2,64.2,1
STU1686,Karen Hernandez,24.5,92.3,8.2,0,0,0,0,1,67.7,74.0,1
STU1687,Sandra Martinez,15.8,79.6,7.0,0,1,0,1,1,59.7,64.1,1
STU1688,Linda Garcia,15.4,89.1,7.8,0,2,1,0,0,81.6,72.9,1
STU1689,Jennifer Davis,19.2,82.1,4.4,1,2,0,0,0,71.2,56.6,0
STU1690,Daniel Anderson,20.7,91.1,7.5,2,1,1,0,0,88.9,70.0,1
STU1691,Betty Wilson,17.1,92.4,6.2,0,1,0,0,0,89.7,70.4,1
STU1692,David Lopez,4.9,80.0,9.0,0,1,0,0,0,55.9,47.8,0
STU1693,Betty Gonzalez,9.8,85.7,7.7,0,0,0,1,0,77.8,54.4,0
STU1694,Linda Moore,23.3,85.7,7.3,0,1,0,0,0,70.1,62.7,1
STU1695,Matthew Smith,7.2,79.7,7.6,0,1,1,0,1,92.1,62.0,1
STU1696,Joseph Davis,10.6,85.4,5.8,0,2,1,0,0,60.6,58.2,0
STU1697,Margaret Hernandez,11.9,96.1,8.9,0,0,1,0,1,83.9,60.0,1
STU1698,Barbara Lopez,12.1,92.9,9.4,0,1,0,0,1,81.4,68.8,1
STU1699,Patricia Thomas,16.1,90.9,7.5,0,1,0,0,0,78.0,53.3,0
STU1700,Patricia Jones,23.7,73.5,8.9,0,1,1,0,1,69.6,66.6,1
STU1701,Lisa Jones,7.5,74.7,6.3,1,0,1,0,1,63.1,40.3,0
STU1702,Linda Martinez,4.8,67.2,6.0,0,1,0,0,0,45.0,39.3,0
STU1703,Thomas Rodriguez,6.5,80.5,7.0,0,2,1,0,0,67.6,54.9,0
STU1704,Nancy Jackson,22.4,76.0,7.5,0,1,1,1,0,81.2,69.2,1
STU1705,Mark Wilson,16.9,71.4,6.5,0,1,0,0,1,73.4,66.1,1
STU1706,Linda Rodriguez,8.6,98.2,7.6,0,1,1,0,0,45.0,47.5,0
STU1707,Nancy Hernandez,20.8,98.7,7.4,0,1,0,1,0,63.9,68.1,1
STU1708,Daniel Smith,21.8,57.7,5.8,0,1,1,0,1,64.8,53.8,0
STU1709,Susan Jones,21.5,92.1,7.6,0,2,0,0,0,82.1,70.5,1
STU1710,Christopher Wilson,23.1,87.8,8.0,0,2,1,0,0,82.8,73.2,1
STU1711,Patricia Perez,7.8,84.9,7.2,0,1,0,0,1,64.6,55.0,0
STU1712,Daniel Harris,19.4,85.2,8.4,0,1,1,1,0,83.5,74.9,1
STU1713,James Perez,12.6,91.1,5.5,0,2,0,1,1,59.1,67.8,1
STU1714,Daniel Jackson,21.4,71.3,7.6,0,1,1,0,1,82.8,73.4,1
STU1715,Linda Anderson,18.8,82.0,5.6,0,1,1,0,0,80.7,54.3,0
STU1716,Christopher Anderson,19.9,76.6,5.7,3,1,1,0,0,79.6,45.8,0
STU1717,William Lee,17.1,99.0,6.2,0,2,1,1,1,74.0,70.0,1
STU1718,William Martinez,6.1,87.1,5.9,0,1,1,1,1,87.5,63.3,1
STU1719,Karen Harris,14.5,74.9,6.3,0,2,0,0,0,76.4,57.2,0
STU1720,Christopher Rodriguez,24.6,93.5,6.7,2,2,0,0,0,69.8,55.0,0
STU1721,John Martin,23.6,81.9,8.0,1,1,1,0,0,81.8,60.3,1
STU1722,Matthew Hernandez,3.0,97.2,6.6,0,2,0,0,1,73.7,60.7,1
STU1723,Jennifer Johnson,5.8,70.2,5.1,0,2,1,0,1,55.8,40.8,0
STU1724,Michael Moore,5.0,91.4,8.4,0,1,0,0,0,78.5,59.2,0
STU1725,Anthony Johnson,18.7,93.4,6.0,0,0,1,0,1,81.2,79.1,1
STU1726,Anthony Taylor,20.8,94.1,6.9,0,0,1,1,0,50.3,53.4,0
STU1727,Ashley Hernandez,6.9,89.0,7.5,0,1,1,1,1,70.1,61.4,1
STU1728,Anthony Lopez,13.6,82.9,7.2,0,1,1,0,0,66.1,46.6,0
STU1729,Anthony Jackson,21.3,89.0,8.3,0,1,0,0,0,84.5,71.7,1
STU1730,Nancy White,18.9,69.0,7.6,1,0,1,1,0,84.4,63.1,1
STU1731,Matthew Miller,14.5,88.8,6.0,0,2,0,0,0,74.9,65.6,1
STU1732,Karen Garcia,15.6,83.5,9.6,0,1,1,0,1,92.6,77.5,1
STU1733,Christopher White,13.7,73.6,7.2,0,1,1,0,0,67.5,58.6,0
STU1734,James Taylor,8.8,99.1,6.8,1,1,1,0,0,77.1,65.0,1
STU1735,Mark Hernandez,15.0,58.7,8.2,1,1,0,0,0,78.1,57.6,0
STU1736,Nancy Moore,17.8,90.7,7.3,0,1,0,0,0,74.4,62.7,1
STU1737,Christopher Taylor,22.1,98.5,7.5,0,1,0,0,1,89.4,75.3,1
STU1738,Michael Taylor,16.6,82.5,10.0,1,0,0,0,1,66.2,54.7,0
STU1739,Karen Rodriguez,19.5,83.6,6.7,0,2,0,0,0,70.7,60.6,1
STU1740,Thomas Martin,5.7,86.7,6.6,0,2,1,0,0,49.4,47.3,0
STU1741,Nancy Perez,12.6,94.4,7.1,1,1,0,1,0,74.8,53.8,0
STU1742,Margaret Davis,2.2,98.5,8.3,0,2,1,0,1,68.1,59.8,0
STU1743,Thomas Miller,7.7,70.6,5.2,0,2,1,0,1,78.5,61.8,1
STU1744,James Gonzalez,18.7,99.8,4.6,1,0,1,0,1,87.1,65.9,1
STU1745,Sandra Thompson,24.8,91.7,6.3,0,2,0,0,1,77.8,73.7,1
STU1746,Charles White,4.3,92.9,5.0,0,2,0,0,1,50.9,52.4,0
STU1747,Charles Taylor,11.2,83.2,6.5,0,1,1,1,1,74.3,57.6,0
STU1748,Richard Thomas,20.4,85.8,7.6,0,0,0,0,0,90.2,69.3,1
STU1749,Linda Jackson,6.7,93.5,5.9,0,0,1,0,0,76.1,54.0,0
STU1750,Sarah Smith,14.8,65.7,5.3,0,0,0,1,0,82.3,58.3,0
STU1751,Susan Jackson,18.9,85.6,7.1,0,2,1,0,0,73.0,67.7,1
STU1752,Joseph Moore,16.2,91.4,8.0,0,1,1,0,0,68.7,65.4,1
STU1753,Mary Perez,6.3,84.7,5.0,0,2,1,0,0,56.6,46.6,0
STU1754,Margaret Taylor,10.2,96.7,8.0,0,2,0,0,0,69.6,59.8,0
STU1755,Sarah Garcia,20.0,64.0,8.0,3,1,0,1,0,72.3,42.1,0
STU1756,Charles Brown,14.7,80.6,8.1,0,1,1,0,0,74.0,59.2,0
STU1757,James Davis,2.1,49.2,8.5,0,0,1,0,0,55.2,36.2,0
STU1758,Mark Thompson,19.5,87.0,9.6,0,1,0,1,1,74.7,73.0,1
STU1759,Michael Williams,2.8,98.1,6.6,0,1,0,0,1,55.3,52.5,0
STU1760,Ashley Martinez,19.2,81.8,7.1,0,0,0,0,1,86.5,70.5,1
STU1761,Elizabeth Jackson,6.7,92.1,6.5,0,0,1,0,0,67.7,48.6,0
STU1762,Susan Johnson,24.0,83.0,7.0,0,2,0,0,0,77.2,73.7,1
STU1763,Margaret Smith,10.5,99.2,8.8,0,1,1,1,0,61.9,58.8,0
STU1764,Daniel Thompson,9.5,76.5,5.4,0,1,1,1,1,50.8,52.7,0
STU1765,Margaret Moore,5.4,81.3,6.0,0,1,1,0,0,79.9,55.2,0
STU1766,Michael Davis,9.0,73.1,8.7,0,2,1,0,0,72.5,55.2,0
STU1767,James Harris,22.2,98.1,8.2,0,1,1,0,1,60.6,72.1,1
STU1768,Daniel Williams,24.9,76.4,6.6,0,0,1,0,0,88.2,72.9,1
STU1769,Lisa Thompson,10.5,95.6,8.0,0,2,0,0,0,81.4,71.3,1
STU1770,Anthony Davis,12.3,67.6,7.4,0,1,1,0,0,69.1,57.2,0
STU1771,Nancy Harris,18.6,85.1,8.8,0,0,1,1,0,94.5,78.8,1
STU1772,Joseph Jones,22.4,83.5,7.1,0,1,1,1,0,80.7,69.2,1
STU1773,John Jackson,15.6,92.6,8.2,0,2,1,0,0,57.0,70.1,1
STU1774,James Anderson,11.0,97.1,10.0,2,1,0,0,1,75.4,50.0,0
STU1775,Linda Johnson,11.5,88.2,7.7,1,1,1,0,1,73.0,61.3,1
STU1776,John White,18.0,70.6,7.1,0,1,0,1,0,65.4,60.8,1
STU1777,Susan White,2.1,78.9,7.9,0,2,1,1,1,68.0,53.4,0
STU1778,Susan Hernandez,16.3,69.2,6.6,0,0,0,1,0,51.0,47.2,0
STU1779,Jessica Brown,10.2,97.8,9.9,0,1,1,0,0,82.4,67.8,1
STU1780,Karen Jones,20.3,95.8,7.2,0,2,0,0,0,67.7,72.6,1
STU1781,Nancy Lee,4.1,81.3,6.7,0,0,1,0,0,51.3,36.0,0
STU1782,Susan Thompson,15.5,86.8,6.0,0,2,1,0,0,71.7,61.7,1
STU1783,Jessica Moore,13.1,89.8,8.3,1,2,0,0,0,76.8,49.7,0
STU1784,Michael Martinez,16.8,93.6,8.0,0,2,1,0,1,77.1,81.2,1
STU1785,Michael Smith,3.5,94.3,6.4,1,1,1,0,0,55.7,34.9,0
STU1786,Daniel Lee,15.3,95.2,7.7,1,1,1,0,0,68.1,57.4,0
STU1787,Charles Thomas,14.9,69.9,5.2,0,2,0,0,1,56.5,52.7,0
STU1788,Mark Jackson,14.9,79.8,7.2,0,2,1,0,0,68.8,60.2,1
STU1789,Patricia Moore,15.9,91.9,7.5,0,0,1,0,0,87.0,71.2,1
STU1790,Mary Smith,17.6,95.3,9.0,0,2,1,0,1,75.9,82.7,1
STU1791,Joseph Jones,20.5,94.3,6.1,0,1,1,0,0,88.5,74.7,1
STU1792,Karen Hernandez,8.2,76.2,5.5,0,0,1,0,0,83.1,56.3,0
STU1793,Elizabeth Johnson,21.0,85.2,5.9,0,1,0,0,0,70.2,63.7,1
STU1794,John Thompson,13.5,82.0,5.4,2,2,0,1,0,68.5,51.2,0
STU1795,Daniel Lopez,3.8,90.5,8.6,0,1,0,0,0,90.3,60.3,1
STU1796,Karen Jones,3.3,96.2,8.9,3,1,0,0,0,82.1,44.7,0
STU1797,Robert Garcia,9.7,76.5,7.4,0,2,1,0,1,46.8,54.3,0
STU1798,Ashley Rodriguez,20.1,54.8,8.5,1,1,1,1,1,76.6,66.3,1
STU1799,Mary Lee,18.3,93.9,7.2,0,1,0,0,0,76.4,64.0,1
STU1800,Barbara Williams,20.1,97.4,6.9,0,1,1,0,1,88.3,78.4,1
STU1801,Karen Perez,13.9,91.3,6.6,1,1,1,0,1,63.5,55.5,0
STU1802,Barbara White,12.1,87.5,6.6,0,1,1,1,0,60.4,51.3,0
STU1803,Thomas Martinez,5.4,86.0,5.1,0,2,1,1,0,56.7,56.5,0
STU1804,Sandra White,9.5,88.1,7.3,0,1,1,0,0,61.6,52.7,0
STU1805,Anthony Wilson,12.0,87.9,7.0,0,2,0,1,1,80.2,72.7,1
STU1806,Daniel Taylor,4.0,84.3,7.9,0,0,0,1,0,49.4,40.3,0
STU1807,Sarah Jackson,7.1,94.0,7.1,0,1,0,0,1,59.9,48.9,0
STU1808,Thomas Wilson,15.8,73.1,6.8,0,1,1,0,0,49.7,45.6,0
STU1809,William Davis,18.9,77.6,6.0,0,0,0,0,0,86.5,64.6,1
STU1810,Mary Gonzalez,25.0,92.6,7.1,1,1,1,1,0,96.8,81.5,1
STU1811,Matthew Miller,23.5,96.9,7.9,0,1,0,0,0,77.0,73.4,1
STU1812,William Perez,16.8,89.4,5.6,0,0,1,1,1,70.9,67.4,1
STU1813,Nancy Hernandez,11.7,88.0,7.1,0,1,0,0,1,75.6,62.2,1
STU1814,Susan Brown,16.6,48.6,7.3,0,1,0,0,0,85.9,60.4,1
STU1815,Betty Gonzalez,20.1,83.8,6.1,0,1,0,1,1,81.2,79.9,1
STU1816,Mary Thompson,4.7,85.6,6.3,0,2,1,0,1,55.9,53.8,0
STU1817,Robert Hernandez,11.4,94.3,7.3,0,1,0,0,0,51.5,53.5,0
STU1818,Jennifer Moore,21.3,94.5,5.6,0,1,1,0,1,65.5,68.7,1
STU1819,Ashley Lee,10.8,97.2,7.4,0,2,0,0,0,71.8,56.3,0
STU1820,Elizabeth Brown,15.2,91.6,5.9,1,2,0,0,0,65.6,49.1,0
STU1821,William Garcia,15.5,97.1,8.3,0,1,1,0,0,77.0,69.7,1
STU1822,Mary Taylor,6.2,67.5,9.8,0,0,0,0,1,56.1,45.9,0
STU1823,Robert Harris,10.3,79.6,6.0,4,1,1,1,0,55.2,26.0,0
STU1824,Jennifer Lopez,9.7,77.9,7.6,0,1,1,1,1,53.0,61.0,1
STU1825,Daniel Lee,2.6,64.5,6.1,1,2,0,0,1,78.2,49.2,0
STU1826,Elizabeth Perez,2.6,94.4,8.2,0,2,0,1,0,74.5,65.7,1
STU1827,Christopher Harris,21.1,89.5,5.5,1,1,0,0,0,98.0,69.4,1
STU1828,Donald Garcia,8.3,59.8,7.6,0,2,1,0,0,69.7,47.9,0
STU1829,Anthony Davis,13.9,84.5,6.0,0,1,1,0,0,66.3,55.6,0
STU1830,Mary Lopez,8.9,71.0,6.8,0,0,1,1,0,81.3,53.9,0
STU1831,Richard Harris,23.6,92.3,5.8,0,2,1,1,0,80.0,83.7,1
STU1832,Christopher Miller,8.0,63.3,8.0,1,1,0,0,0,66.2,43.8,0
STU1833,Elizabeth Gonzalez,11.9,92.2,6.0,0,2,1,0,0,70.5,62.6,1
STU1834,Thomas Lee,22.1,83.1,7.7,0,2,1,0,0,45.0,61.9,1
STU1835,Margaret Wilson,21.4,76.8,6.6,0,1,1,0,0,95.5,65.7,1
STU1836,Ashley Johnson,6.3,83.6,6.9,0,1,1,0,1,71.1,59.1,0
STU1837,Margaret Perez,20.5,96.8,7.2,0,1,1,0,1,82.5,71.7,1
STU1838,David Smith,12.5,69.4,6.1,0,1,0,1,0,67.3,54.1,0
STU1839,Charles Lee,13.1,74.3,7.3,0,1,1,0,0,71.2,55.2,0
STU1840,Patricia Jackson,5.1,92.4,8.8,0,1,1,1,0,58.4,56.8,0
STU1841,Betty Lee,3.9,88.2,6.1,4,2,0,0,0,71.4,27.6,0
STU1842,David Davis,18.7,55.3,8.4,0,1,1,0,0,55.3,55.7,0
STU1843,David Brown,13.4,84.3,8.8,0,0,0,1,0,73.3,59.5,0
STU1844,Thomas Miller,12.0,87.0,6.0,1,1,1,1,1,77.1,63.7,1
STU1845,Linda Williams,18.8,83.0,5.3,0,2,1,0,0,72.7,64.5,1
STU1846,Nancy Johnson,19.6,95.6,7.4,0,1,0,0,1,82.1,68.4,1
STU1847,Daniel Anderson,5.7,83.3,6.3,0,1,1,1,0,52.8,43.1,0
STU1848,Lisa Perez,16.0,95.5,9.2,0,2,1,0,0,63.2,64.7,1
STU1849,Nancy Jones,5.1,81.0,7.0,0,1,1,0,0,66.7,53.9,0
STU1850,Lisa Smith,19.3,70.1,6.0,0,1,0,0,0,81.7,64.4,1
STU1851,Betty Brown,17.1,93.8,5.6,0,2,0,1,0,52.9,54.6,0
STU1852,Joseph Martin,24.0,89.5,8.3,0,0,0,1,0,86.5,76.5,1
STU1853,Charles Williams,3.6,90.7,6.3,0,2,0,1,0,57.6,58.7,0
STU1854,Karen Hernandez,3.3,93.6,7.1,2,0,1,0,0,62.0,34.0,0
STU1855,Thomas Gonzalez,8.5,82.7,8.1,0,0,1,0,1,50.8,46.9,0
STU1856,David Johnson,8.0,95.8,6.4,0,2,1,0,1,58.2,59.3,0
STU1857,William Johnson,7.7,75.8,6.9,0,1,1,1,0,76.8,61.1,1
STU1858,Christopher Rodriguez,22.8,83.4,7.0,2,2,1,0,0,78.8,57.2,0
STU1859,William Davis,7.7,87.1,7.8,0,2,1,0,0,62.3,56.5,0
STU1860,Thomas Smith,8.3,88.5,7.7,0,2,1,0,1,66.1,59.5,0
STU1861,Matthew Hernandez,19.5,53.5,6.7,1,2,1,0,0,77.1,57.2,0
STU1862,Linda Martinez,12.3,99.2,7.1,0,1,1,1,0,77.7,68.9,1
STU1863,Matthew Miller,19.9,87.3,6.6,1,2,0,0,0,75.7,63.2,1
STU1864,John Williams,3.5,82.6,5.2,0,0,0,1,0,76.0,47.5,0
STU1865,Sarah Jones,13.2,65.6,7.3,0,1,1,0,0,79.7,54.9,0
STU1866,Barbara Lopez,2.8,89.2,9.3,2,2,1,1,1,68.2,53.7,0
STU1867,Charles Garcia,3.4,53.7,5.9,0,1,1,1,1,59.1,43.7,0
STU1868,Mary Lopez,22.8,76.3,6.1,0,1,1,0,0,85.3,70.8,1
STU1869,Charles Jones,5.2,78.7,6.0,0,1,0,1,0,67.4,49.2,0
STU1870,Barbara Taylor,14.2,77.9,7.9,2,1,1,0,0,83.5,55.1,0
STU1871,Mark Taylor,11.5,93.6,7.5,0,2,0,1,0,81.7,67.5,1
STU1872,Elizabeth Harris,10.0,87.4,6.8,0,0,1,1,1,56.5,54.5,0
STU1873,Daniel Taylor,22.7,77.1,5.9,0,1,1,1,0,64.3,66.7,1
STU1874,Joseph Lopez,2.5,68.2,7.1,0,2,0,0,0,51.5,43.5,0
STU1875,Sandra Thomas,17.3,71.5,5.1,0,1,1,0,0,83.9,60.1,1
STU1876,Lisa Jackson,24.2,92.9,7.2,0,0,1,0,1,62.0,75.0,1
STU1877,Linda Lee,14.9,92.1,8.0,0,1,0,0,0,78.1,66.6,1
STU1878,Thomas Thompson,23.5,79.2,5.5,0,1,1,1,0,82.7,68.4,1
STU1879,Robert Perez,3.2,99.4,5.2,0,0,1,1,0,79.1,58.3,0
STU1880,Jessica Garcia,11.6,90.5,8.9,0,2,1,1,0,72.7,66.4,1
STU1881,Linda Harris,8.0,83.1,6.3,1,1,0,0,1,50.4,42.2,0
STU1882,Sarah Harris,18.8,77.2,8.4,1,2,0,1,0,62.8,57.6,0
STU1883,Barbara Anderson,24.6,93.6,6.8,0,2,1,1,0,67.2,74.4,1
STU1884,Anthony Rodriguez,7.9,83.7,6.8,0,1,0,1,0,60.1,47.9,0
STU1885,Richard Anderson,17.0,74.5,7.5,0,0,1,0,1,70.3,65.0,1
STU1886,Ashley Martinez,6.6,42.2,5.9,0,1,0,0,0,45.2,24.3,0
STU1887,Jessica Miller,15.0,95.1,7.2,0,0,1,0,0,91.6,65.2,1
STU1888,Thomas Thompson,12.7,90.0,6.5,0,2,1,0,0,55.4,56.0,0
STU1889,Betty Lee,24.4,80.4,5.4,0,0,0,0,1,95.3,82.5,1
STU1890,Nancy Miller,16.0,96.3,7.4,2,1,0,1,1,89.1,64.5,1
STU1891,Susan Anderson,10.0,94.6,6.7,0,1,1,0,1,80.7,69.4,1
STU1892,Christopher Miller,4.6,96.4,6.8,0,1,1,0,0,57.5,52.7,0
STU1893,William Jackson,5.5,93.1,5.5,0,1,0,0,0,70.1,54.7,0
STU1894,Jessica Davis,7.2,78.8,8.9,2,1,1,1,1,49.9,38.5,0
STU1895,Sarah Thompson,7.8,96.2,8.1,0,0,0,1,0,79.2,57.8,0
STU1896,Mark Moore,21.6,90.4,8.2,0,0,1,1,0,77.6,63.3,1
STU1897,Donald Martin,14.9,87.6,6.6,0,1,1,0,1,67.8,61.9,1
STU1898,Michael Williams,14.0,97.9,4.9,0,2,0,0,0,58.9,60.9,1
STU1899,Sarah Martinez,4.6,71.4,9.3,0,1,1,1,0,45.0,38.6,0
STU1900,Michael Taylor,21.8,74.5,6.9,0,1,0,0,1,63.8,65.5,1
STU1901,Susan White,18.6,83.2,6.1,0,1,0,0,1,88.4,68.6,1
STU1902,John Lopez,3.6,96.2,7.5,0,1,0,0,0,60.1,48.9,0
STU1903,Margaret Gonzalez,18.3,72.2,8.4,0,2,1,0,0,71.1,66.7,1
STU1904,Mary Williams,14.5,80.6,7.0,1,0,1,1,0,79.2,54.2,0
STU1905,Robert Hernandez,3.9,88.8,8.5,0,1,1,0,0,85.7,61.4,1
STU1906,Linda Thompson,12.5,81.8,8.3,0,2,0,0,0,85.9,65.5,1
STU1907,Daniel Lopez,13.1,77.8,5.7,0,2,0,0,0,58.2,53.9,0
STU1908,Michael Anderson,5.8,91.6,6.2,0,0,1,0,1,45.0,44.3,0
STU1909,Lisa Taylor,23.8,75.8,8.1,0,1,0,0,1,98.0,81.7,1
STU1910,Patricia Perez,21.5,88.2,4.0,0,2,1,0,1,98.0,87.5,1
STU1911,Matthew Gonzalez,17.4,79.9,6.8,1,0,0,0,0,75.8,55.4,0
STU1912,Sarah Smith,12.6,89.8,5.3,3,2,1,0,0,56.0,30.9,0
STU1913,Jessica Gonzalez,11.5,93.5,6.4,0,2,0,0,1,82.4,69.1,1
STU1914,Elizabeth Lopez,17.0,88.9,6.6,0,2,1,0,0,73.3,65.5,1
STU1915,Sandra Johnson,14.5,97.0,6.6,0,0,0,0,0,72.5,59.8,0
STU1916,Daniel Williams,3.4,48.8,6.3,0,2,0,0,0,68.4,51.5,0
STU1917,Elizabeth Johnson,13.8,96.5,5.7,0,1,0,1,1,77.2,71.3,1
STU1918,Sandra Thompson,20.5,84.6,9.8,0,2,0,0,1,62.6,61.4,1
STU1919,Richard Gonzalez,12.6,90.5,9.2,2,0,0,0,0,67.4,42.0,0
STU1920,Sarah Williams,3.2,94.0,5.6,0,0,1,0,1,72.2,45.7,0
STU1921,Anthony Miller,20.1,81.5,8.9,2,1,1,1,0,82.1,59.8,0
STU1922,Susan Martin,6.6,96.3,6.5,1,0,1,0,0,70.5,38.6,0
STU1923,Mark Taylor,7.9,75.1,7.2,1,1,1,0,1,76.5,48.7,0
